Timestamp,Hostname,EventID,User,ServiceName,Message,Exe
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,Adding lease {03DE3968-FBE6-E180-A011-9FBE86E30BEE} to results  Function: ClipStorage::GetLeaseDocumentsForKeyDocument  Source: onecoreuap\enduser\winstore\licensemanager\lib\clipstorage.cpp (387)#015,Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,Returning 1 lease documents for contentid FC2D7BFE-07BC-4EA7-1ABB-21F0B5CE4CFC  Function: ClipStorage::GetLeaseDocumentsForKeyDocument  Source: onecoreuap\enduser\winstore\licensemanager\lib\clipstorage.cpp (460)#015,Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,"lease = 0x501e7718, usage = 536870912, policy = 2147483647, operation = 3, leaseBehavior = 0, shouldContentBeDeactivated = 0  Function: KeyMachine::DoLicenseThreadProc  Source: onecoreuap\enduser\winstore\licensemanager\lib\keymachine.cpp (905)#015",Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,"lease = 0x501e7718, quality = 1073741824  Function: KeyMachine::DoLicenseThreadProc  Source: onecoreuap\enduser\winstore\licensemanager\lib\keymachine.cpp (935)#015",Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,"content is alreadyLicensed, lease is cached  Function: KeyMachine::DoLicenseThreadProc  Source: onecoreuap\enduser\winstore\licensemanager\lib\keymachine.cpp (942)#015",Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,0x184501c1390: 13580: fc2d7bfe-07bc-4ea7-1abb-21f0b5ce4cfc: Dispatch: Key:@LicenseDone => Key:NegotiatingUnleased#015,Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,Failure Message: hr: 0x80070490  Function:   Source: onecoreuap\enduser\winstore\licensemanager\lib\misc.cpp (49)#015,Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,"lease = 0x501e7718, leaseActive = 1, leaseBehavior = 0  Function: KeyMachine::NegotiatingUnleased::LicenseDone  Source: onecoreuap\enduser\winstore\licensemanager\lib\keymachine.cpp (1986)#015",Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,Lease Machine: 000001845012BA00: {08AA6709-3CB8-6551-3720-B6B58C46C08A}  Function: LeaseMachine::LeaseMachine  Source: onecoreuap\enduser\winstore\licensemanager\lib\leasemachine.cpp (40)#015,Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,"Set results for lease = 0x501e7718, policy = 2147483647, operation = 3, Leasebehavior = 0  Function: KeyMachine::DoSetResult  Source: onecoreuap\enduser\winstore\licensemanager\lib\keymachine.cpp (1520)#015",Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,0x1845012ba20: 10584: {08AA6709-3CB8-6551-3720-B6B58C46C08A}: Dispatch: Lease:UpdateLeaseDocument => Lease:Initial#015,Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,0x1845012ba20: 10584: Lease:Initial Change: Lease:Valid => {08AA6709-3CB8-6551-3720-B6B58C46C08A}#015,Null
